sample_id,target_class,class_label,image_path,rssi_dbm,snr_db,carrier_freq_ghz,bandwidth_mhz,doppler_shift_khz,phase_variance_rad,path_loss_db,spectral_kurtosis,papr_db,edge_density,aspect_ratio,spatial_entropy,color_moment_r_mean,color_moment_g_mean,color_moment_b_mean,color_moment_r_std,color_moment_g_std,color_moment_b_std,texture_contrast,texture_homogeneity,texture_energy
238,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0238_civil_aircraft.png,-72.09,12.25,2.699,25.0,6.956,0.1409,89.56,5.759,7.93,0.5157,2.587,4.358,205.88,229.15,239.31,32.89,26.85,25.68,0.5753,0.6157,0.6294
239,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0239_civil_aircraft.png,-71.25,18.56,1.082,50.0,9.282,0.1816,107.87,5.89,8.35,0.4528,2.251,4.827,195.54,217.5,235.79,25.69,32.14,29.85,0.6225,0.645,0.5087
240,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0240_civil_aircraft.png,-81.91,15.45,2.693,50.0,8.505,0.2351,98.81,6.606,6.09,0.4481,2.548,4.892,203.53,225.65,253.09,29.12,28.28,25.77,0.7314,0.524,0.551
241,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0241_civil_aircraft.png,-75.75,15.98,2.706,25.0,11.708,0.1457,96.84,5.802,7.8,0.541,2.364,4.567,208.04,231.24,251.42,31.96,29.85,24.04,0.6224,0.5858,0.5648
242,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0242_civil_aircraft.png,-76.87,19.22,2.658,25.0,12.176,0.1394,93.39,8.925,10.18,0.5673,2.122,4.82,228.06,207.86,243.65,36.45,31.86,32.21,0.557,0.6862,0.5166
243,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0243_civil_aircraft.png,-71.53,10.8,9.395,50.0,5.596,0.1902,98.03,7.065,8.47,0.6331,2.04,5.06,218.79,218.23,231.1,34.62,28.81,28.25,0.5312,0.7539,0.383
244,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0244_civil_aircraft.png,-72.55,18.7,1.096,50.0,12.285,0.1852,84.1,7.322,8.65,0.4438,2.177,4.191,192.5,221.43,241.81,31.23,28.01,22.23,0.5356,0.6238,0.4125
245,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0245_civil_aircraft.png,-80.02,17.11,2.711,50.0,7.101,0.1817,105.26,6.535,11.27,0.4604,2.338,4.827,194.31,229.56,258.6,29.93,30.02,25.34,0.4829,0.5408,0.4677
246,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0246_civil_aircraft.png,-84.05,19.96,2.714,25.0,9.133,0.2123,93.8,6.175,8.26,0.5624,2.633,4.955,215.61,220.32,246.44,30.3,23.9,25.99,0.4604,0.7903,0.49
247,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0247_civil_aircraft.png,-70.81,13.96,9.433,50.0,7.439,0.1868,95.48,5.336,7.26,0.5776,2.261,4.453,202.29,225.49,240.23,30.76,28.17,19.89,0.6159,0.5475,0.5377
248,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0248_civil_aircraft.png,-71.0,13.23,1.098,25.0,9.316,0.1946,104.95,5.07,10.14,0.6215,2.374,4.639,227.63,220.89,241.85,31.01,29.79,23.64,0.5552,0.7071,0.4876
249,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0249_civil_aircraft.png,-77.73,12.98,2.716,25.0,6.382,0.1854,96.07,6.517,9.32,0.404,2.495,4.93,205.16,230.62,249.7,33.2,24.6,21.74,0.6294,0.5374,0.5011
250,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0250_civil_aircraft.png,-72.14,7.87,2.685,25.0,6.469,0.2469,91.58,6.738,8.53,0.5397,2.074,5.192,197.13,200.53,256.27,31.77,23.72,24.35,0.4939,0.6503,0.5582
251,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0251_civil_aircraft.png,-70.8,14.89,2.705,50.0,7.381,0.2305,91.54,4.817,8.02,0.4554,2.166,5.091,220.26,195.76,236.97,31.21,28.81,32.6,0.3791,0.4947,0.6337
252,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0252_civil_aircraft.png,-70.1,12.0,9.388,25.0,8.755,0.1916,94.45,5.432,7.52,0.6271,2.304,4.728,195.71,249.36,231.41,28.28,29.66,27.4,0.6166,0.7585,0.5404
253,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0253_civil_aircraft.png,-81.86,13.1,1.088,25.0,7.14,0.1481,99.17,8.156,8.77,0.5184,2.708,4.704,210.1,228.77,238.43,31.24,30.64,23.4,0.6053,0.6172,0.4695
254,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0254_civil_aircraft.png,-84.93,12.24,2.702,25.0,8.078,0.1149,112.16,7.728,8.11,0.5363,2.417,5.181,196.81,230.92,235.62,24.66,30.9,30.16,0.747,0.578,0.5519
255,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0255_civil_aircraft.png,-77.66,16.74,1.042,50.0,9.792,0.2044,83.44,6.98,7.69,0.5366,2.68,5.063,217.24,231.21,235.81,32.39,21.1,22.25,0.6514,0.6269,0.3979
256,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0256_civil_aircraft.png,-61.91,15.97,1.086,50.0,7.937,0.1628,95.7,4.785,10.33,0.6655,2.066,5.248,208.67,220.35,237.25,29.67,32.6,20.45,0.518,0.7249,0.569
257,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0257_civil_aircraft.png,-82.3,13.36,2.704,25.0,6.763,0.1979,102.66,5.877,10.59,0.4852,2.395,5.622,210.39,215.79,236.61,29.71,31.4,25.58,0.4881,0.611,0.5191
258,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0258_civil_aircraft.png,-74.72,15.59,2.693,50.0,9.887,0.2359,98.36,6.264,8.43,0.4942,2.407,4.462,207.57,235.11,222.93,23.83,30.7,30.46,0.5008,0.5301,0.5959
259,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0259_civil_aircraft.png,-80.27,12.74,1.083,25.0,4.975,0.1652,95.7,6.327,7.97,0.4334,2.684,5.268,206.8,222.52,250.09,30.63,26.32,25.16,0.6515,0.6532,0.4698
260,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0260_civil_aircraft.png,-74.04,16.3,2.751,25.0,4.451,0.2101,103.75,4.713,9.27,0.5001,2.592,4.948,203.12,207.18,227.22,31.24,25.13,27.66,0.4085,0.7456,0.5498
261,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0261_civil_aircraft.png,-74.36,19.89,2.693,50.0,6.161,0.0785,99.35,5.821,10.77,0.6129,2.04,4.517,207.3,237.34,240.48,24.88,25.58,25.81,0.5592,0.6078,0.4725
262,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0262_civil_aircraft.png,-81.38,17.99,2.711,25.0,8.664,0.2447,94.47,4.475,7.53,0.509,1.79,4.781,191.64,231.59,240.93,38.48,27.09,12.47,0.6566,0.6801,0.5494
263,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0263_civil_aircraft.png,-81.52,13.85,2.703,25.0,11.036,0.1526,93.68,6.239,8.72,0.5613,2.128,4.782,216.84,223.42,239.52,27.59,25.47,21.6,0.4967,0.6953,0.4967
264,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0264_civil_aircraft.png,-83.77,20.19,9.406,50.0,5.968,0.2606,102.46,4.184,8.09,0.5614,2.418,4.852,226.61,213.83,239.4,22.15,32.64,21.8,0.6246,0.7071,0.6509
265,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0265_civil_aircraft.png,-70.78,12.75,2.708,50.0,7.973,0.1533,103.28,7.399,9.08,0.4542,2.802,4.518,190.41,199.87,240.8,29.13,32.12,27.44,0.5632,0.6337,0.5766
266,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0266_civil_aircraft.png,-62.86,17.53,1.046,25.0,11.379,0.1193,89.23,6.604,8.04,0.6283,2.32,4.367,193.57,230.53,239.39,33.97,26.53,22.76,0.6296,0.5985,0.5393
267,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0267_civil_aircraft.png,-76.38,17.08,2.695,25.0,9.71,0.209,89.72,4.014,7.35,0.4646,2.735,5.12,200.42,222.99,234.57,31.46,23.45,28.0,0.472,0.6984,0.4844
268,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0268_civil_aircraft.png,-80.14,19.65,9.379,50.0,7.863,0.1557,103.46,5.174,12.16,0.4951,2.48,4.853,231.05,222.3,235.88,32.56,30.47,24.37,0.4524,0.6183,0.5629
269,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0269_civil_aircraft.png,-86.36,13.13,2.704,50.0,8.025,0.0952,106.64,5.671,9.16,0.4899,1.82,4.549,225.97,209.04,227.29,30.57,27.66,23.71,0.5412,0.6887,0.4748
270,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0270_civil_aircraft.png,-73.74,17.58,9.423,25.0,7.197,0.1061,95.45,6.21,8.59,0.4114,2.356,5.321,203.85,214.2,239.52,25.58,23.32,26.81,0.6192,0.6412,0.3916
271,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0271_civil_aircraft.png,-72.7,21.24,1.122,25.0,7.387,0.1926,93.38,6.663,8.48,0.4537,1.962,4.886,201.17,235.02,239.66,26.86,28.63,19.82,0.5333,0.6692,0.5217
272,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0272_civil_aircraft.png,-66.53,23.09,9.434,25.0,8.324,0.2144,103.19,5.603,12.15,0.4854,2.325,5.265,219.29,220.14,247.92,29.1,26.05,20.15,0.5979,0.6998,0.4759
273,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0273_civil_aircraft.png,-73.26,23.28,2.661,25.0,7.785,0.1705,98.91,6.098,10.77,0.6429,1.982,4.495,208.21,211.84,247.47,34.38,25.81,21.95,0.518,0.6562,0.5289
274,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0274_civil_aircraft.png,-89.64,10.61,1.08,25.0,5.915,0.1738,84.11,2.758,6.43,0.5025,2.225,4.907,203.03,223.0,236.4,32.86,30.38,23.69,0.5826,0.6386,0.4187
275,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0275_civil_aircraft.png,-69.12,10.83,9.401,50.0,6.483,0.1702,101.44,2.387,8.59,0.4926,2.718,4.926,209.94,224.42,240.36,36.13,18.78,25.58,0.6304,0.5365,0.5603
276,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0276_civil_aircraft.png,-79.95,14.38,9.401,25.0,7.413,0.1409,95.47,4.972,9.91,0.617,2.531,5.684,189.46,214.94,232.46,34.92,27.12,25.76,0.5907,0.5627,0.4727
277,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0277_civil_aircraft.png,-68.52,12.08,2.694,25.0,4.171,0.1477,111.23,5.566,9.4,0.5982,2.331,4.824,211.23,222.89,239.2,27.11,28.31,29.38,0.6826,0.6675,0.5553
278,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0278_civil_aircraft.png,-73.25,13.69,1.086,50.0,6.624,0.2395,90.26,5.94,8.9,0.5097,2.812,4.45,201.93,235.03,237.42,26.26,29.05,28.22,0.5086,0.6833,0.4274
279,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0279_civil_aircraft.png,-83.59,12.46,9.389,50.0,7.39,0.1668,96.48,8.042,12.17,0.5218,1.976,4.649,215.33,209.7,238.33,31.17,24.31,29.39,0.5955,0.7706,0.5569
280,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0280_civil_aircraft.png,-81.25,15.86,2.706,50.0,8.071,0.2142,89.08,4.492,8.58,0.4773,2.433,4.815,216.65,223.17,234.84,22.44,28.72,18.16,0.4874,0.6067,0.4795
281,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0281_civil_aircraft.png,-83.55,11.46,9.397,50.0,6.983,0.2021,101.16,8.515,10.94,0.5539,2.213,4.793,204.29,215.99,241.7,31.4,23.02,31.53,0.5728,0.6342,0.5233
282,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0282_civil_aircraft.png,-68.95,8.87,9.409,25.0,2.567,0.2065,90.26,4.206,11.81,0.4228,2.202,4.781,218.09,201.31,243.32,26.44,30.51,21.37,0.6658,0.5959,0.3623
283,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0283_civil_aircraft.png,-80.13,13.09,9.38,50.0,9.756,0.1573,93.8,5.246,8.22,0.4808,2.192,4.597,207.08,223.6,232.71,35.08,24.08,18.53,0.5705,0.601,0.5293
284,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0284_civil_aircraft.png,-90.62,18.87,9.399,25.0,12.168,0.1244,94.62,5.914,6.84,0.5628,2.236,4.355,190.53,231.01,236.95,34.76,34.29,29.09,0.4973,0.5001,0.5288
285,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0285_civil_aircraft.png,-61.4,13.88,2.696,25.0,8.535,0.1443,95.28,5.871,5.14,0.6203,2.048,4.962,204.13,232.58,243.25,29.06,24.43,28.19,0.3901,0.6888,0.4441
286,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0286_civil_aircraft.png,-66.86,14.56,1.108,50.0,7.29,0.1754,102.25,7.394,6.94,0.5352,2.049,4.619,213.46,227.46,234.57,29.37,25.86,36.57,0.5623,0.5996,0.5893
287,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0287_civil_aircraft.png,-66.18,20.27,1.064,25.0,9.889,0.2242,95.33,5.911,7.57,0.4869,2.297,4.958,200.41,214.71,246.74,31.3,29.79,31.11,0.4996,0.6471,0.5431
288,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0288_civil_aircraft.png,-80.66,14.8,2.735,50.0,6.745,0.1133,99.46,6.718,11.95,0.5445,1.885,4.337,217.59,211.97,227.6,34.0,26.1,28.79,0.4668,0.7384,0.5623
289,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0289_civil_aircraft.png,-79.7,8.19,9.4,25.0,9.868,0.2205,106.49,6.223,7.75,0.4702,2.793,4.853,222.46,224.99,246.03,33.75,23.11,26.23,0.441,0.6329,0.5484
290,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0290_civil_aircraft.png,-81.66,15.96,9.378,25.0,7.364,0.2056,95.64,5.973,10.92,0.5267,2.195,4.598,207.73,211.45,250.28,25.85,33.91,23.86,0.4539,0.6614,0.4528
291,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0291_civil_aircraft.png,-74.78,11.98,2.698,25.0,7.975,0.1865,90.6,5.926,8.61,0.5609,2.086,4.525,208.17,239.8,238.59,30.67,31.79,27.04,0.5813,0.6443,0.5055
292,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0292_civil_aircraft.png,-79.91,15.7,2.702,25.0,7.75,0.1379,89.93,5.983,9.25,0.5657,2.444,5.267,200.33,214.76,232.32,33.0,28.09,17.59,0.5562,0.666,0.5013
293,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0293_civil_aircraft.png,-73.07,9.73,9.382,25.0,8.429,0.1491,94.28,7.995,10.33,0.6164,2.431,4.476,207.24,232.02,238.94,28.85,29.94,22.76,0.5636,0.6538,0.4806
294,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0294_civil_aircraft.png,-68.63,16.26,9.431,25.0,9.076,0.1528,84.85,6.886,6.92,0.4724,2.421,4.64,206.57,207.86,237.21,30.65,24.19,31.75,0.489,0.7327,0.4999
295,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0295_civil_aircraft.png,-85.2,10.02,9.414,25.0,8.91,0.2027,109.3,6.725,7.9,0.5365,2.207,4.609,204.27,218.45,231.52,40.83,31.23,25.98,0.5472,0.7221,0.6345
296,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0296_civil_aircraft.png,-70.55,14.42,1.113,50.0,11.197,0.2007,101.06,4.359,10.92,0.5888,2.273,4.946,202.83,227.52,233.49,35.37,30.81,27.9,0.5316,0.5652,0.563
297,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0297_civil_aircraft.png,-83.97,17.14,9.357,50.0,8.237,0.2611,98.02,4.187,8.26,0.527,2.444,4.485,210.68,228.36,234.87,37.88,25.87,21.0,0.4177,0.7232,0.5114
298,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0298_civil_aircraft.png,-78.12,8.84,9.397,50.0,6.848,0.2252,85.44,8.046,10.9,0.5315,2.125,4.818,211.11,224.58,253.92,28.96,22.8,19.09,0.4058,0.6618,0.4959
299,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0299_civil_aircraft.png,-74.79,12.12,9.445,50.0,6.81,0.1758,106.67,4.213,8.51,0.4818,2.411,5.087,209.71,224.87,237.11,31.28,24.64,27.7,0.5,0.5827,0.5123
300,Civil_Aircraft,2,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0300_civil_aircraft.png,-87.44,19.16,1.085,25.0,10.223,0.121,105.16,4.457,7.28,0.5253,2.573,5.458,210.83,235.8,230.3,38.64,20.55,22.98,0.5849,0.5537,0.4544
301,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0301_maritime_vessel.png,-73.43,16.76,1.556,15.0,0.744,0.6579,85.84,4.322,9.47,0.6765,2.552,5.058,95.91,147.44,160.53,39.46,39.82,44.9,0.4561,0.5045,0.4385
302,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0302_maritime_vessel.png,-71.16,18.21,1.574,30.0,0.966,0.709,80.68,3.633,8.02,0.6861,2.516,5.741,97.43,140.9,163.93,40.53,50.44,38.65,0.6044,0.5219,0.3372
303,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0303_maritime_vessel.png,-77.02,22.37,9.32,15.0,1.051,0.5151,80.51,4.709,6.31,0.6586,2.692,5.657,80.4,165.53,175.37,36.61,43.59,41.35,0.6452,0.6874,0.3516
304,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0304_maritime_vessel.png,-68.39,16.18,2.998,15.0,0.763,0.4412,86.28,4.502,7.6,0.7044,2.956,5.374,80.76,119.4,180.48,45.24,40.11,44.55,0.812,0.5554,0.4118
305,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0305_maritime_vessel.png,-73.95,20.71,9.293,30.0,0.695,0.4259,89.65,5.328,6.25,0.5773,2.972,5.521,76.95,139.09,160.42,38.81,39.52,44.03,0.7799,0.3472,0.4177
306,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0306_maritime_vessel.png,-63.27,15.51,3.01,30.0,0.768,0.4793,80.0,3.361,9.88,0.5835,2.857,5.008,111.28,140.24,174.11,40.07,45.14,50.85,0.6261,0.474,0.3925
307,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0307_maritime_vessel.png,-64.58,17.73,2.996,30.0,1.342,0.494,90.16,6.048,7.13,0.5718,2.604,5.796,93.86,152.91,179.98,32.48,39.04,37.71,0.783,0.3806,0.3258
308,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0308_maritime_vessel.png,-70.56,20.26,9.28,30.0,0.35,0.5317,83.41,4.796,5.49,0.6573,3.169,6.07,80.75,142.42,174.51,45.35,26.94,52.68,0.6559,0.468,0.3514
309,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0309_maritime_vessel.png,-74.5,15.54,1.56,15.0,0.929,0.5342,89.99,3.959,7.75,0.6918,2.468,5.375,110.54,133.81,177.64,40.51,34.81,41.43,0.7138,0.3753,0.3794
310,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0310_maritime_vessel.png,-72.33,22.44,9.301,30.0,0.414,0.4826,84.45,5.04,6.85,0.6415,2.496,6.268,118.97,156.95,168.13,35.99,37.33,55.21,0.7638,0.5885,0.3775
311,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0311_maritime_vessel.png,-76.79,11.89,3.005,30.0,0.759,0.519,82.58,3.867,8.77,0.6936,2.305,5.633,89.0,139.74,160.95,43.49,41.99,48.24,0.6094,0.4686,0.5229
312,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0312_maritime_vessel.png,-59.0,17.72,1.545,15.0,0.398,0.5389,86.48,3.388,8.02,0.6915,2.29,5.466,85.62,124.94,152.58,38.06,43.56,42.34,0.5818,0.5487,0.3516
313,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0313_maritime_vessel.png,-69.55,16.26,3.011,15.0,0.446,0.6075,95.01,5.668,6.86,0.6843,2.623,6.004,88.62,123.17,190.6,39.59,38.02,43.01,0.6197,0.4499,0.3661
314,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0314_maritime_vessel.png,-66.13,18.26,9.307,15.0,1.55,0.5752,76.23,3.748,7.04,0.5275,2.538,6.05,70.95,129.82,195.54,32.69,50.38,44.33,0.6892,0.6104,0.3657
315,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0315_maritime_vessel.png,-64.84,21.54,2.987,30.0,1.336,0.5158,81.92,4.389,5.78,0.7052,2.633,5.587,88.69,159.7,192.78,44.75,41.49,39.31,0.6786,0.542,0.4306
316,Maritime_Vessel,3,C:\Users\BHAKTI\OneDrive\Desktop\Quantum_Radio_Image_DataFusion\backend\data_storage\sample_images\sample_0316_maritime_vessel.png,-66.44,13.89,2.996,30.0,1.042,0.519,87.37,4.656,8.13,0.6313,2.929,6.145,85.23,135.7,156.43,39.7,44.08,46.35,0.692,0.6545,0.2457
